2,2,0,442,412,62,155,-1,-1,-1,-1
2,3,0,963,204,55,129,-1,-1,-1,-1
2,4,0,930,458,88,142,-1,-1,-1,-1
2,5,0,1192,92,45,101,-1,-1,-1,-1
2,6,0,18,523,84,146,-1,-1,-1,-1
2,7,0,500,286,53,124,-1,-1,-1,-1
2,8,0,774,88,39,105,-1,-1,-1,-1
2,9,0,799,74,39,106,-1,-1,-1,-1
2,10,0,972,309,62,134,-1,-1,-1,-1
2,11,0,226,320,45,118,-1,-1,-1,-1
2,12,0,724,25,34,84,-1,-1,-1,-1
2,13,0,1072,3,34,89,-1,-1,-1,-1
2,14,0,471,146,43,112,-1,-1,-1,-1
2,15,0,752,617,85,102,-1,-1,-1,-1
2,16,0,255,332,51,125,-1,-1,-1,-1
2,17,0,755,325,55,114,-1,-1,-1,-1
2,18,0,1053,5,31,83,-1,-1,-1,-1
2,19,0,372,130,55,159,-1,-1,-1,-1
2,20,0,609,110,55,108,-1,-1,-1,-1
2,21,0,653,59,43,108,-1,-1,-1,-1
2,22,0,1113,0,42,101,-1,-1,-1,-1
2,23,0,868,0,30,77,-1,-1,-1,-1
2,24,0,57,79,42,97,-1,-1,-1,-1
2,25,0,132,18,52,92,-1,-1,-1,-1
2,26,0,922,0,41,131,-1,-1,-1,-1
2,27,0,529,44,39,98,-1,-1,-1,-1
2,28,0,1122,98,50,105,-1,-1,-1,-1
2,29,0,480,0,36,76,-1,-1,-1,-1
2,30,0,99,0,34,36,-1,-1,-1,-1
2,31,0,595,55,29,95,-1,-1,-1,-1
2,32,0,566,36,31,104,-1,-1,-1,-1
2,33,0,290,329,59,110,-1,-1,-1,-1
2,34,0,851,31,24,52,-1,-1,-1,-1
2,35,0,1142,43,54,112,-1,-1,-1,-1
2,36,0,602,0,27,59,-1,-1,-1,-1
2,37,0,1212,0,25,37,-1,-1,-1,-1
3,2,0,443,409,60,150,-1,-1,-1,-1
3,3,0,964,205,55,128,-1,-1,-1,-1
3,4,0,928,459,87,140,-1,-1,-1,-1
3,5,0,1192,93,45,101,-1,-1,-1,-1
3,6,0,19,524,83,145,-1,-1,-1,-1
3,7,0,500,282,54,126,-1,-1,-1,-1
3,8,0,774,87,39,105,-1,-1,-1,-1
3,9,0,798,73,40,106,-1,-1,-1,-1
3,10,0,974,311,61,131,-1,-1,-1,-1
3,11,0,225,320,45,118,-1,-1,-1,-1
3,12,0,724,26,34,84,-1,-1,-1,-1
3,13,0,1073,3,33,89,-1,-1,-1,-1
3,14,0,471,144,44,113,-1,-1,-1,-1
3,15,0,751,613,88,106,-1,-1,-1,-1
3,16,0,254,330,52,127,-1,-1,-1,-1
3,17,0,756,322,54,112,-1,-1,-1,-1
3,18,0,1053,5,31,83,-1,-1,-1,-1
3,19,0,373,132,54,157,-1,-1,-1,-1
3,20,0,609,111,55,109,-1,-1,-1,-1
3,21,0,653,60,43,109,-1,-1,-1,-1
3,22,0,1114,0,42,101,-1,-1,-1,-1
3,23,0,868,0,30,77,-1,-1,-1,-1
3,24,0,57,78,42,98,-1,-1,-1,-1
3,25,0,133,17,52,92,-1,-1,-1,-1
3,26,0,922,0,41,131,-1,-1,-1,-1
3,27,0,529,44,39,97,-1,-1,-1,-1
3,28,0,1122,100,51,107,-1,-1,-1,-1
3,29,0,486,0,37,74,-1,-1,-1,-1
3,30,0,100,0,33,35,-1,-1,-1,-1
3,31,0,596,53,29,96,-1,-1,-1,-1
3,32,0,566,35,31,104,-1,-1,-1,-1
3,33,0,295,331,56,107,-1,-1,-1,-1
3,34,0,851,29,25,53,-1,-1,-1,-1
3,35,0,1142,43,55,114,-1,-1,-1,-1
3,36,0,603,0,27,59,-1,-1,-1,-1
3,37,0,1212,0,25,37,-1,-1,-1,-1
3,42,0,238,9,38,87,-1,-1,-1,-1
4,2,0,444,406,59,145,-1,-1,-1,-1
4,3,0,966,206,53,126,-1,-1,-1,-1
4,4,0,927,460,88,141,-1,-1,-1,-1
4,5,0,1193,95,45,101,-1,-1,-1,-1
4,6,0,19,525,83,143,-1,-1,-1,-1
4,7,0,500,280,54,125,-1,-1,-1,-1
4,8,0,775,86,39,106,-1,-1,-1,-1
4,9,0,799,72,39,105,-1,-1,-1,-1
4,10,0,975,312,60,129,-1,-1,-1,-1
4,11,0,225,319,45,118,-1,-1,-1,-1
4,12,0,724,27,34,84,-1,-1,-1,-1
4,13,0,1073,3,34,89,-1,-1,-1,-1
4,14,0,470,141,45,117,-1,-1,-1,-1
4,15,0,750,609,90,110,-1,-1,-1,-1
4,16,0,254,331,51,126,-1,-1,-1,-1
4,17,0,756,320,53,110,-1,-1,-1,-1
4,18,0,1054,6,31,82,-1,-1,-1,-1
4,19,0,373,132,54,158,-1,-1,-1,-1
4,20,0,609,112,55,110,-1,-1,-1,-1
4,21,0,654,61,43,109,-1,-1,-1,-1
4,22,0,1114,0,43,100,-1,-1,-1,-1
4,23,0,868,0,30,77,-1,-1,-1,-1
4,24,0,56,78,43,98,-1,-1,-1,-1
4,25,0,134,16,51,92,-1,-1,-1,-1
4,26,0,922,0,42,130,-1,-1,-1,-1
4,27,0,528,43,40,98,-1,-1,-1,-1
4,28,0,1122,102,51,107,-1,-1,-1,-1
4,29,0,490,0,38,71,-1,-1,-1,-1
4,30,0,102,0,31,33,-1,-1,-1,-1
4,31,0,597,51,29,98,-1,-1,-1,-1
4,32,0,566,35,31,104,-1,-1,-1,-1
4,33,0,296,332,55,105,-1,-1,-1,-1
4,34,0,851,31,24,51,-1,-1,-1,-1
4,35,0,1144,43,54,116,-1,-1,-1,-1
4,36,0,603,0,27,59,-1,-1,-1,-1
4,37,0,1212,0,25,37,-1,-1,-1,-1
4,42,0,239,7,39,89,-1,-1,-1,-1
5,2,0,445,403,57,142,-1,-1,-1,-1
5,3,0,967,208,53,124,-1,-1,-1,-1
5,4,0,925,459,88,142,-1,-1,-1,-1
5,5,0,1193,96,45,101,-1,-1,-1,-1
5,6,0,19,526,82,142,-1,-1,-1,-1
5,7,0,500,278,53,124,-1,-1,-1,-1
5,8,0,776,85,38,106,-1,-1,-1,-1
5,9,0,799,72,39,103,-1,-1,-1,-1
5,10,0,976,315,58,126,-1,-1,-1,-1
5,11,0,225,319,45,118,-1,-1,-1,-1
5,12,0,725,28,34,84,-1,-1,-1,-1
5,13,0,1073,3,34,89,-1,-1,-1,-1
5,14,0,470,139,45,117,-1,-1,-1,-1
5,15,0,748,603,94,116,-1,-1,-1,-1
5,16,0,254,331,52,126,-1,-1,-1,-1
5,17,0,756,317,53,109,-1,-1,-1,-1
5,18,0,1054,6,31,82,-1,-1,-1,-1
5,19,0,375,138,51,150,-1,-1,-1,-1
5,20,0,608,113,56,111,-1,-1,-1,-1
5,21,0,654,62,44,110,-1,-1,-1,-1
5,22,0,1115,0,42,100,-1,-1,-1,-1
5,23,0,868,0,30,77,-1,-1,-1,-1
5,24,0,56,78,43,98,-1,-1,-1,-1
5,25,0,136,15,50,91,-1,-1,-1,-1
5,26,0,922,0,42,130,-1,-1,-1,-1
5,27,0,528,42,39,99,-1,-1,-1,-1
5,28,0,1122,104,51,106,-1,-1,-1,-1
5,29,0,493,0,39,69,-1,-1,-1,-1
5,30,0,104,0,29,32,-1,-1,-1,-1
5,31,0,598,50,29,96,-1,-1,-1,-1
5,32,0,565,35,32,104,-1,-1,-1,-1
5,33,0,296,331,55,105,-1,-1,-1,-1
5,34,0,852,27,24,52,-1,-1,-1,-1
5,35,0,1144,44,55,116,-1,-1,-1,-1
5,36,0,604,0,27,59,-1,-1,-1,-1
5,37,0,1212,0,25,36,-1,-1,-1,-1
5,42,0,241,6,39,90,-1,-1,-1,-1
5,45,0,164,288,56,129,-1,-1,-1,-1
