0,1,392.85,236.00,128.59,281.00,1.00,-1,-1,-1
0,2,959.85,220.00,221.74,493.00,1.00,-1,-1,-1
0,3,300.71,175.00,60.75,76.00,0.91,-1,-1,-1
0,4,758.36,244.00,100.24,265.00,0.99,-1,-1,-1
0,5,709.76,160.00,56.70,124.00,0.97,-1,-1,-1
0,6,1206.90,343.00,89.10,373.00,0.95,-1,-1,-1
0,7,557.89,268.00,109.35,253.00,1.00,-1,-1,-1
0,8,321.97,337.00,91.12,227.00,1.00,-1,-1,-1
0,9,672.30,267.00,106.31,240.00,1.00,-1,-1,-1
0,10,146.81,195.00,99.22,319.00,0.95,-1,-1,-1
0,11,269.33,222.00,95.18,136.00,0.93,-1,-1,-1
0,12,612.56,156.00,38.48,90.00,0.93,-1,-1,-1
0,13,561.94,158.00,35.44,120.00,0.98,-1,-1,-1
0,14,600.41,207.00,101.25,250.00,0.99,-1,-1,-1
0,15,177.19,222.00,165.04,466.00,1.00,-1,-1,-1
1,1,392.05,236.00,130.18,284.47,1.00,-1,-1,-1
1,2,959.47,219.13,222.50,494.74,1.00,-1,-1,-1
1,4,759.37,243.13,100.86,266.74,0.99,-1,-1,-1
1,5,708.18,162.60,55.48,121.40,0.97,-1,-1,-1
1,6,1198.82,335.19,91.20,380.81,0.98,-1,-1,-1
1,7,558.56,267.13,109.76,253.87,1.00,-1,-1,-1
1,8,324.07,338.74,90.44,225.26,1.00,-1,-1,-1
1,9,671.21,267.00,106.73,240.87,1.00,-1,-1,-1
1,11,267.94,216.79,104.10,149.02,0.93,-1,-1,-1
1,12,613.31,156.00,39.62,92.60,0.93,-1,-1,-1
1,13,556.21,168.41,33.70,113.93,0.98,-1,-1,-1
1,14,600.71,205.26,101.53,250.87,0.99,-1,-1,-1
1,15,177.14,226.34,163.38,461.66,1.00,-1,-1,-1
2,1,394.95,234.45,129.09,281.96,1.00,-1,-1,-1
2,2,959.82,218.21,222.58,495.03,1.00,-1,-1,-1
2,4,760.11,242.98,100.61,266.26,1.00,-1,-1,-1
2,5,705.37,164.62,55.57,121.74,0.98,-1,-1,-1
2,6,1196.38,332.30,92.10,382.92,0.98,-1,-1,-1
2,7,558.77,268.54,108.86,251.68,1.00,-1,-1,-1
2,8,325.98,338.25,90.41,224.97,1.00,-1,-1,-1
2,9,670.17,268.56,106.15,239.46,1.00,-1,-1,-1
2,11,266.84,218.88,108.88,156.52,0.93,-1,-1,-1
2,12,612.26,156.00,39.83,93.05,0.94,-1,-1,-1
2,13,556.83,162.22,35.08,118.47,0.98,-1,-1,-1
2,14,597.17,202.63,102.47,253.35,0.99,-1,-1,-1
2,15,176.11,227.86,162.76,460.14,1.00,-1,-1,-1
3,1,398.91,233.96,129.65,283.39,1.00,-1,-1,-1
3,2,959.60,217.93,222.50,495.09,1.00,-1,-1,-1
3,4,760.81,242.95,100.34,266.07,1.00,-1,-1,-1
3,5,704.99,168.25,53.16,116.53,0.98,-1,-1,-1
3,6,1196.49,336.83,91.64,378.91,0.98,-1,-1,-1
3,7,558.89,269.00,109.21,251.74,1.00,-1,-1,-1
3,8,328.52,339.60,90.29,224.91,1.00,-1,-1,-1
3,9,669.64,269.05,105.63,238.23,1.00,-1,-1,-1
3,11,267.05,219.72,112.21,162.56,0.95,-1,-1,-1
3,12,611.26,156.00,40.40,94.66,0.91,-1,-1,-1
3,13,555.20,164.77,34.68,116.88,0.99,-1,-1,-1
3,14,599.70,205.63,100.82,249.57,0.99,-1,-1,-1
3,15,178.88,229.02,161.84,458.98,1.00,-1,-1,-1
3,3,308.86,176.91,50.26,62.63,0.92,-1,-1,-1
3,10,178.97,196.91,61.00,192.01,0.95,-1,-1,-1
4,1,404.94,233.83,128.37,280.93,1.00,-1,-1,-1
4,2,959.62,217.87,222.28,495.09,1.00,-1,-1,-1
4,4,761.48,242.95,100.04,266.01,1.00,-1,-1,-1
4,5,702.50,170.83,51.22,112.62,0.95,-1,-1,-1
4,6,1197.09,340.66,91.34,375.26,0.97,-1,-1,-1
4,7,560.52,273.55,107.61,247.37,1.00,-1,-1,-1
4,8,330.52,337.81,90.75,226.39,1.00,-1,-1,-1
4,9,667.66,269.91,105.43,237.13,0.99,-1,-1,-1
4,11,267.93,222.84,115.95,170.06,0.95,-1,-1,-1
4,13,554.67,164.97,34.59,116.27,0.98,-1,-1,-1
4,14,596.21,206.69,100.05,246.78,0.99,-1,-1,-1
4,15,180.57,230.06,160.77,457.94,1.00,-1,-1,-1
4,3,309.17,175.44,52.56,65.62,0.94,-1,-1,-1
4,10,185.63,197.03,57.58,176.54,0.97,-1,-1,-1
5,1,407.92,232.39,128.72,282.26,1.00,-1,-1,-1
5,2,960.23,217.87,222.44,495.80,1.00,-1,-1,-1
5,4,763.24,242.96,99.73,265.99,1.00,-1,-1,-1
5,5,700.66,168.60,52.14,115.18,0.95,-1,-1,-1
5,6,1190.23,314.60,98.21,400.66,0.96,-1,-1,-1
5,7,561.43,275.04,107.09,245.22,1.00,-1,-1,-1
5,8,332.49,337.90,90.32,225.46,1.00,-1,-1,-1
5,9,669.41,270.16,104.98,236.08,1.00,-1,-1,-1
5,11,271.88,226.00,114.78,170.47,0.95,-1,-1,-1
5,13,554.93,162.15,35.23,118.21,0.98,-1,-1,-1
5,14,595.38,205.59,99.93,245.89,0.99,-1,-1,-1
5,15,184.18,231.78,159.36,456.22,1.00,-1,-1,-1
5,3,307.99,175.08,54.21,67.78,0.93,-1,-1,-1
5,10,188.32,197.06,58.04,173.48,0.97,-1,-1,-1
6,1,410.10,231.21,128.38,282.73,1.00,-1,-1,-1
6,2,960.74,217.19,222.61,496.73,1.00,-1,-1,-1
6,4,763.55,242.97,99.46,265.99,1.00,-1,-1,-1
6,5,699.46,161.48,53.76,119.59,0.94,-1,-1,-1
6,6,1192.17,333.61,94.77,382.11,0.97,-1,-1,-1
6,7,561.41,274.06,107.52,245.27,1.00,-1,-1,-1
6,8,334.47,337.24,89.55,223.72,1.00,-1,-1,-1
6,9,670.37,270.92,104.22,235.06,0.99,-1,-1,-1
6,11,273.36,225.78,118.30,178.46,0.91,-1,-1,-1
6,13,555.03,159.79,35.49,118.88,0.97,-1,-1,-1
6,14,597.30,203.08,99.87,246.34,0.99,-1,-1,-1
6,15,189.05,232.32,155.85,447.95,1.00,-1,-1,-1
6,3,307.47,175.67,54.18,67.87,0.95,-1,-1,-1
6,10,188.30,197.84,61.68,180.50,0.92,-1,-1,-1
6,12,610.90,153.37,42.43,99.58,0.92,-1,-1,-1
7,1,413.46,230.13,127.00,280.15,1.00,-1,-1,-1
7,2,960.86,216.27,222.78,497.74,1.00,-1,-1,-1
7,4,763.34,242.97,99.25,265.99,1.00,-1,-1,-1
7,5,696.07,160.29,56.94,128.02,0.96,-1,-1,-1
7,6,1192.58,335.07,95.05,379.44,0.97,-1,-1,-1
7,7,560.78,272.96,108.19,246.05,1.00,-1,-1,-1
7,8,336.38,336.32,88.79,221.73,1.00,-1,-1,-1
7,9,670.12,271.85,103.76,234.74,1.00,-1,-1,-1
7,11,277.74,228.30,113.15,173.32,0.91,-1,-1,-1
7,13,554.07,168.57,33.44,111.56,0.98,-1,-1,-1
7,14,603.50,204.27,98.68,244.48,0.99,-1,-1,-1
7,15,194.86,232.44,153.36,441.60,1.00,-1,-1,-1
7,3,310.51,175.89,54.05,67.92,0.91,-1,-1,-1
7,10,193.00,199.52,59.81,170.01,0.96,-1,-1,-1
8,1,416.48,229.78,126.79,279.90,1.00,-1,-1,-1
8,2,960.93,215.27,222.78,498.77,1.00,-1,-1,-1
8,4,762.23,242.98,99.11,265.99,1.00,-1,-1,-1
8,5,694.27,157.88,56.64,128.47,0.96,-1,-1,-1
8,6,1194.60,338.35,94.94,376.43,0.97,-1,-1,-1
8,7,560.24,273.20,108.33,245.71,1.00,-1,-1,-1
8,8,338.49,334.63,88.31,220.34,1.00,-1,-1,-1
8,9,670.53,270.80,103.33,235.35,1.00,-1,-1,-1
8,13,553.25,169.10,33.66,111.61,0.98,-1,-1,-1
8,14,601.66,206.09,97.44,241.78,0.99,-1,-1,-1
8,15,196.79,231.06,151.92,438.78,1.00,-1,-1,-1
8,3,309.47,175.98,54.03,67.94,0.93,-1,-1,-1
8,10,195.28,196.39,61.84,171.43,0.94,-1,-1,-1
8,12,611.25,149.83,43.64,102.49,0.93,-1,-1,-1
9,1,422.26,230.36,124.68,275.09,1.00,-1,-1,-1
9,2,960.20,214.24,222.90,499.80,1.00,-1,-1,-1
9,4,761.77,242.98,99.11,265.99,0.99,-1,-1,-1
9,5,692.85,158.32,57.45,131.23,0.98,-1,-1,-1
9,6,1196.31,340.91,94.39,371.93,0.98,-1,-1,-1
9,7,560.11,271.90,108.92,246.30,1.00,-1,-1,-1
9,8,342.33,334.71,86.65,215.78,0.99,-1,-1,-1
9,9,676.04,267.67,104.12,239.67,0.99,-1,-1,-1
9,13,553.10,170.62,33.50,110.28,0.98,-1,-1,-1
9,14,603.19,201.30,98.77,246.99,1.00,-1,-1,-1
9,15,197.72,230.52,150.06,433.12,1.00,-1,-1,-1
9,3,313.52,175.32,49.92,62.49,0.90,-1,-1,-1
9,10,199.31,196.07,60.75,162.93,0.92,-1,-1,-1
9,12,610.68,149.84,43.81,102.94,0.92,-1,-1,-1
9,11,254.41,225.04,167.69,268.21,0.91,-1,-1,-1
10,1,425.28,229.94,123.90,272.65,1.00,-1,-1,-1
10,2,960.16,214.56,222.46,499.48,1.00,-1,-1,-1
10,4,761.40,242.98,98.82,265.32,1.00,-1,-1,-1
10,5,690.16,157.19,58.85,135.52,0.98,-1,-1,-1
10,6,1198.77,343.20,94.00,369.62,0.96,-1,-1,-1
10,7,560.24,268.71,110.14,248.58,1.00,-1,-1,-1
10,8,345.81,332.72,86.57,215.51,0.99,-1,-1,-1
10,9,673.47,271.19,101.42,235.26,0.99,-1,-1,-1
10,13,552.71,171.83,33.49,109.15,0.98,-1,-1,-1
10,14,604.17,199.57,99.74,251.58,1.00,-1,-1,-1
10,15,197.58,229.62,148.10,426.44,1.00,-1,-1,-1
10,10,202.23,195.97,61.29,159.63,0.94,-1,-1,-1
10,12,610.52,150.52,43.77,102.42,0.91,-1,-1,-1
10,11,252.06,224.79,174.04,290.32,0.95,-1,-1,-1
11,1,428.92,228.45,124.46,273.15,1.00,-1,-1,-1
11,2,960.23,214.03,222.11,499.34,1.00,-1,-1,-1
11,4,757.15,244.33,98.11,263.06,1.00,-1,-1,-1
11,6,1202.86,345.36,89.52,349.94,0.93,-1,-1,-1
11,7,560.83,266.85,110.84,250.11,1.00,-1,-1,-1
11,8,350.32,330.67,86.73,215.45,0.99,-1,-1,-1
11,13,552.68,170.20,33.98,110.13,0.98,-1,-1,-1
11,14,606.33,198.94,99.18,252.65,1.00,-1,-1,-1
11,15,199.38,227.23,146.29,420.77,1.00,-1,-1,-1
11,12,611.56,151.46,43.59,102.21,0.91,-1,-1,-1
11,11,254.07,224.50,172.33,299.81,0.97,-1,-1,-1
12,1,431.99,229.27,125.04,273.38,1.00,-1,-1,-1
12,2,960.68,213.18,222.50,500.59,1.00,-1,-1,-1
12,4,759.38,243.49,98.36,263.56,1.00,-1,-1,-1
12,6,1204.01,349.55,91.37,358.43,0.97,-1,-1,-1
12,7,560.40,262.83,112.40,254.02,1.00,-1,-1,-1
12,8,355.59,329.27,87.56,216.83,1.00,-1,-1,-1
12,13,551.87,169.57,34.45,110.51,0.97,-1,-1,-1
12,14,606.67,197.41,99.89,256.36,1.00,-1,-1,-1
12,15,199.76,227.71,144.70,414.80,1.00,-1,-1,-1
12,12,609.84,150.48,45.71,107.45,0.91,-1,-1,-1
12,11,257.53,221.80,168.73,305.75,0.98,-1,-1,-1
12,16,743.90,151.40,68.61,152.00,0.96,-1,-1,-1
12,9,670.39,269.56,100.82,236.54,0.97,-1,-1,-1
13,1,434.18,228.93,124.92,272.17,1.00,-1,-1,-1
13,2,961.28,212.89,222.45,501.05,1.00,-1,-1,-1
13,4,761.96,243.17,98.37,263.10,1.00,-1,-1,-1
